Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Behavior_Segment
12489.0,336,1,334.93,1,1,2,112,Lost
12490.0,5,10,4991.63,5,5,5,555,Champions
12491.0,39,1,455.6,3,1,3,313,Promising
12492.0,63,2,263.21000000000004,3,2,2,322,Hibernating
12493.0,166,2,433.74,1,2,3,123,Hibernating
12494.0,16,5,1183.55,4,4,4,444,Loyal
12497.0,82,1,545.4000000000001,2,1,3,213,About_to_Sleep
12498.0,21,3,403.70000000000005,4,3,2,432,Potential_Loyalist
12500.0,23,11,1648.8400000000001,4,5,4,454,Champions
12501.0,337,1,2067.39,1,1,5,115,Cannot_Lose
12502.0,96,5,2873.87,2,4,5,245,At_Risk
12504.0,18,2,260.65000000000003,4,2,2,422,Recent_Customers
12506.0,233,1,73.5,1,1,1,111,Lost
12507.0,134,3,671.7600000000001,2,3,3,233,Hibernating
12508.0,26,2,397.88,4,2,2,422,Recent_Customers
12509.0,284,1,161.5,1,1,1,111,Lost
12510.0,143,2,709.45,2,2,3,223,Hibernating
12512.0,66,2,132.18,3,2,1,321,About_to_Sleep
12513.0,113,1,600.29,2,1,3,213,About_to_Sleep
12514.0,267,1,999.98,1,1,4,114,Cannot_Lose
12516.0,78,2,876.8800000000001,2,2,4,224,At_Risk
12517.0,28,5,2421.6,4,4,5,445,Champions
12518.0,1,5,2020.8300000000002,5,4,5,545,Champions
12519.0,64,1,318.84000000000003,3,1,2,312,About_to_Sleep
12520.0,79,5,2510.54,2,4,5,245,At_Risk
12521.0,143,1,587.6800000000001,2,1,3,213,About_to_Sleep
12522.0,39,2,192.72,3,2,1,321,About_to_Sleep
12523.0,19,11,1789.77,4,5,5,455,Champions
12524.0,9,8,3225.42,5,5,5,555,Champions
12526.0,1,3,1286.66,5,3,4,534,Need_Attention
12527.0,82,3,331.91,2,3,2,232,Hibernating
12528.0,9,6,1846.3300000000002,5,5,5,555,Champions
12530.0,60,4,1511.18,3,4,4,344,Loyal
12531.0,15,1,125.22,4,1,1,411,Recent_Customers
12532.0,30,1,346.83000000000004,4,1,2,412,Recent_Customers
12534.0,131,1,1023.18,2,1,4,214,Cannot_Lose
12535.0,92,2,711.25,2,2,3,223,Hibernating
12536.0,43,3,4311.81,3,3,5,335,Loyal
12538.0,29,1,363.95,4,1,2,412,Recent_Customers
12539.0,22,4,5015.85,4,4,5,445,Champions
12540.0,20,16,9996.48,4,5,5,455,Champions
12541.0,30,3,933.48,4,3,4,434,Need_Attention
12544.0,36,1,358.70000000000005,3,1,2,312,About_to_Sleep
12545.0,75,2,916.39,2,2,4,224,At_Risk
12546.0,47,2,1105.5,3,2,4,324,Need_Attention
12547.0,198,2,207.79999999999998,1,2,2,122,Hibernating
12548.0,166,1,95.19999999999999,1,1,1,111,Lost
12550.0,79,1,866.83,2,1,4,214,Cannot_Lose
12552.0,39,2,359.82,3,2,2,322,Hibernating
12553.0,8,10,3536.06,5,5,5,555,Champions
12556.0,50,2,599.56,3,2,3,323,Potential_Loyalist
12557.0,16,4,1131.6000000000001,4,4,4,444,Loyal
12558.0,8,1,229.16000000000003,5,1,2,512,Recent_Customers
12559.0,311,2,457.46000000000004,1,2,3,123,Hibernating
12560.0,5,3,1942.21,5,3,5,535,Need_Attention
12561.0,303,1,238.85,1,1,2,112,Lost
12562.0,8,7,3345.26,5,5,5,555,Champions
12564.0,261,1,444.90000000000003,1,1,3,113,Cannot_Lose
12565.0,289,1,145.92,1,1,1,111,Lost
12566.0,86,1,339.65,2,1,2,212,Hibernating
12567.0,23,8,6921.2,4,5,5,455,Champions
12569.0,2,32,3855.14,5,5,5,555,Champions
12571.0,40,2,519.61,3,2,3,323,Potential_Loyalist
12572.0,9,2,977.22,5,2,4,524,Promising
12573.0,227,1,160.54000000000002,1,1,1,111,Lost
12574.0,316,1,218.45,1,1,2,112,Lost
12576.0,36,5,1315.83,3,4,4,344,Loyal
12577.0,35,2,430.71,3,2,3,323,Potential_Loyalist
12578.0,21,2,2418.31,4,2,5,425,Promising
12579.0,78,1,428.42,2,1,3,213,About_to_Sleep
12580.0,247,1,415.7,1,1,3,113,Cannot_Lose
12581.0,40,1,197.71,3,1,1,311,Recent_Customers
12582.0,239,2,433.36,1,2,3,123,Hibernating
12583.0,3,14,5464.400000000001,5,5,5,555,Champions
12584.0,4,9,2109.2000000000003,5,5,5,555,Champions
12585.0,234,1,564.85,1,1,3,113,Cannot_Lose
12586.0,17,1,196.94000000000003,4,1,1,411,Recent_Customers
12587.0,8,1,144.0,5,1,1,511,Recent_Customers
12588.0,39,1,214.89999999999998,3,1,2,312,About_to_Sleep
12589.0,29,2,625.6800000000001,4,2,3,423,Potential_Loyalist
12590.0,211,2,2850.0000000000005,1,2,5,125,At_Risk
12591.0,317,1,410.85,1,1,3,113,Cannot_Lose
12592.0,92,2,437.6,2,2,3,223,Hibernating
12593.0,109,3,418.09999999999997,2,3,3,233,Hibernating
12594.0,38,10,3083.59,3,5,5,355,Loyal
12596.0,51,2,510.03000000000003,3,2,3,323,Potential_Loyalist
12597.0,19,4,3346.22,4,4,5,445,Champions
12598.0,10,8,2834.86,5,5,5,555,Champions
12599.0,29,7,1011.58,4,5,4,454,Champions
12600.0,29,8,1443.14,4,5,4,454,Champions
12601.0,190,5,543.46,1,4,3,143,At_Risk
12602.0,59,1,153.12,3,1,1,311,Recent_Customers
12603.0,22,1,84.00000000000001,4,1,1,411,Recent_Customers
12604.0,79,2,254.18,2,2,2,222,Hibernating
12607.0,60,1,1579.51,3,1,4,314,Promising
12609.0,78,3,1078.85,2,3,4,234,At_Risk
12610.0,23,5,1911.54,4,4,5,445,Champions
12611.0,52,1,1091.32,3,1,4,314,Promising
12612.0,74,1,606.5400000000001,2,1,3,213,About_to_Sleep
12613.0,57,5,3145.78,3,4,5,345,Loyal
12614.0,278,1,315.6,1,1,2,112,Lost
12615.0,2,4,2102.79,5,4,5,545,Champions
12616.0,95,2,664.4,2,2,3,223,Hibernating
12617.0,29,1,352.98,4,1,2,412,Recent_Customers
12618.0,22,1,177.31,4,1,1,411,Recent_Customers
12619.0,16,9,2215.48,4,5,5,455,Champions
12620.0,15,3,1339.41,4,3,4,434,Need_Attention
12621.0,2,18,9081.26,5,5,5,555,Champions
12622.0,232,1,180.1,1,1,1,111,Lost
12623.0,276,1,305.1,1,1,2,112,Lost
12624.0,106,2,641.13,2,2,3,223,Hibernating
12625.0,212,2,1974.0200000000002,1,2,5,125,At_Risk
12626.0,23,9,5794.2300000000005,4,5,5,455,Champions
12627.0,11,7,4280.2300000000005,5,5,5,555,Champions
12628.0,4,3,778.46,5,3,4,534,Need_Attention
12630.0,10,2,1114.88,5,2,4,524,Promising
12631.0,57,1,522.5,3,1,3,313,Promising
12633.0,59,4,1707.78,3,4,5,345,Loyal
12635.0,90,2,1593.18,2,2,4,224,At_Risk
12637.0,67,8,5764.19,3,5,5,355,Loyal
12638.0,33,1,553.69,3,1,3,313,Promising
12639.0,239,1,408.1,1,1,2,112,Lost
12640.0,24,3,1071.32,4,3,4,434,Need_Attention
12641.0,115,1,185.9,2,1,1,211,Hibernating
12642.0,25,3,902.14,4,3,4,434,Need_Attention
12643.0,128,6,882.2400000000001,2,5,4,254,At_Risk
12644.0,130,1,477.91,2,1,3,213,About_to_Sleep
12645.0,34,4,1635.98,3,4,4,344,Loyal
12646.0,5,2,1186.65,5,2,4,524,Promising
12647.0,22,8,1788.3200000000002,4,5,5,455,Champions
12648.0,155,1,315.3,2,1,2,212,Hibernating
12649.0,107,3,583.61,2,3,3,233,Hibernating
12650.0,3,1,231.64000000000001,5,1,2,512,Recent_Customers
12651.0,335,1,114.0,1,1,1,111,Lost
12652.0,331,1,831.1800000000001,1,1,4,114,Cannot_Lose
12653.0,149,2,1212.02,2,2,4,224,At_Risk
12654.0,11,5,601.98,5,4,3,543,Loyal
12656.0,17,5,3066.77,4,4,5,445,Champions
12657.0,11,4,1206.48,5,4,4,544,Champions
12658.0,19,1,674.05,4,1,3,413,Promising
12659.0,30,1,91.68,4,1,1,411,Recent_Customers
12660.0,11,1,245.1,5,1,2,512,Recent_Customers
12662.0,1,10,3588.3,5,5,5,555,Champions
12664.0,8,9,1354.0000000000002,5,5,4,554,Champions
12665.0,325,1,63.0,1,1,1,111,Lost
12667.0,58,1,502.13,3,1,3,313,Promising
12668.0,12,3,2711.96,5,3,5,535,Need_Attention
12669.0,151,3,1553.73,2,3,4,234,At_Risk
12670.0,10,5,2568.61,5,4,5,545,Champions
12672.0,330,1,217.95000000000002,1,1,2,112,Lost
12673.0,5,2,607.52,5,2,3,523,Promising
12674.0,39,4,1741.94,3,4,5,345,Loyal
12676.0,25,6,1157.39,4,5,4,454,Champions
12678.0,42,10,5885.170000000001,3,5,5,355,Loyal
12679.0,59,4,980.0600000000001,3,4,4,344,Loyal
12680.0,1,4,880.81,5,4,4,544,Champions
12681.0,15,20,10518.97,4,5,5,455,Champions
12682.0,4,29,9661.130000000001,5,5,5,555,Champions
12683.0,4,13,5848.43,5,5,5,555,Champions
12684.0,8,7,2139.99,5,5,5,555,Champions
12685.0,28,6,2736.6800000000003,4,5,5,455,Champions
12688.0,114,1,3877.4500000000003,2,1,5,215,Cannot_Lose
12689.0,26,2,1216.65,4,2,4,424,Promising
12690.0,206,1,369.01,1,1,2,112,Lost
12691.0,28,5,590.0,4,4,3,443,Need_Attention
12693.0,127,4,806.11,2,4,4,244,At_Risk
12694.0,70,2,801.12,2,2,4,224,At_Risk
12695.0,7,4,540.1,5,4,3,543,Loyal
12697.0,29,3,838.5400000000001,4,3,4,434,Need_Attention
12700.0,8,4,4607.2699999999995,5,4,5,545,Champions
12701.0,80,2,797.71,2,2,4,224,At_Risk
12702.0,20,1,219.0,4,1,2,412,Recent_Customers
12703.0,71,1,283.55,2,1,2,212,Hibernating
12704.0,7,8,1868.48,5,5,5,555,Champions
12705.0,15,8,5556.09,4,5,5,455,Champions
12707.0,292,1,559.4200000000001,1,1,3,113,Cannot_Lose
12708.0,30,9,2505.37,4,5,5,455,Champions
12709.0,15,13,5412.9800000000005,4,5,5,455,Champions
12710.0,97,3,1119.02,2,3,4,234,At_Risk
12712.0,29,11,3113.3,4,5,5,455,Champions
12713.0,1,1,796.5,5,1,4,514,Promising
12714.0,9,5,4394.36,5,4,5,545,Champions
12715.0,106,1,305.36,2,1,2,212,Hibernating
12716.0,4,2,1041.49,5,2,4,524,Promising
12717.0,151,2,914.98,2,2,4,224,At_Risk
12718.0,71,1,238.25,2,1,2,212,Hibernating
12719.0,5,2,644.95,5,2,3,523,Promising
12720.0,3,23,4935.84,5,5,5,555,Champions
12721.0,32,5,2303.53,3,4,5,345,Loyal
12722.0,85,4,940.63,2,4,4,244,At_Risk
12723.0,4,5,697.02,5,4,3,543,Loyal
12724.0,5,4,1011.61,5,4,4,544,Champions
12726.0,28,6,2389.02,4,5,5,455,Champions
12727.0,11,7,3130.38,5,5,5,555,Champions
12728.0,71,4,836.33,2,4,4,244,At_Risk
12729.0,114,1,453.01,2,1,3,213,About_to_Sleep
12731.0,24,11,9154.750000000002,4,5,5,455,Champions
12732.0,180,1,236.26000000000002,1,1,2,112,Lost
12733.0,234,1,349.45,1,1,2,112,Lost
12735.0,315,2,759.32,1,2,3,123,Hibernating
12736.0,333,1,168.00000000000003,1,1,1,111,Lost
12739.0,78,2,741.5400000000001,2,2,3,223,Hibernating
12740.0,64,1,427.6,3,1,3,313,Promising
12743.0,134,2,540.13,2,2,3,223,Hibernating
12744.0,52,7,6717.14,3,5,5,355,Loyal
12747.0,2,9,2305.54,5,5,5,555,Champions
12748.0,1,175,23701.28,5,5,5,555,Champions
12749.0,4,5,3943.86,5,4,5,545,Champions
12750.0,129,1,275.88,2,1,2,212,Hibernating
12752.0,81,1,1845.6200000000001,2,1,5,215,Cannot_Lose
12753.0,23,5,5975.200000000001,4,4,5,445,Champions
12754.0,236,3,649.6200000000001,1,3,3,133,At_Risk
12755.0,281,1,17.549999999999997,1,1,1,111,Lost
12756.0,87,1,92.88,2,1,1,211,Hibernating
12757.0,16,13,4125.55,4,5,5,455,Champions
12758.0,117,2,2497.8900000000003,2,2,5,225,At_Risk
12759.0,52,3,1525.44,3,3,4,334,Need_Attention
12762.0,8,2,1459.97,5,2,4,524,Promising
12763.0,138,1,84.00000000000001,2,1,1,211,Hibernating
12764.0,317,1,1287.3300000000002,1,1,4,114,Cannot_Lose
12766.0,4,6,5414.72,5,5,5,555,Champions
12769.0,239,1,834.84,1,1,4,114,Cannot_Lose
12770.0,211,1,504.0000000000001,1,1,3,113,Cannot_Lose
12772.0,60,1,794.47,3,1,4,314,Promising
12775.0,17,5,1352.64,4,4,4,444,Loyal
12778.0,20,6,807.23,4,5,4,454,Champions
12779.0,38,7,3401.98,3,5,5,355,Loyal
12781.0,64,2,750.84,3,2,3,323,Potential_Loyalist
12782.0,5,4,1681.92,5,4,5,545,Champions
12783.0,2,6,1533.8700000000001,5,5,4,554,Champions
12784.0,9,2,518.8199999999999,5,2,3,523,Promising
12787.0,10,3,443.26,5,3,3,533,Potential_Loyalist
12789.0,65,1,91.85,3,1,1,311,Recent_Customers
12790.0,192,1,324.92,1,1,2,112,Lost
12792.0,257,1,386.53999999999996,1,1,2,112,Lost
12793.0,335,1,375.68,1,1,2,112,Lost
12794.0,53,2,840.01,3,2,4,324,Need_Attention
12795.0,19,1,345.78000000000003,4,1,2,412,Recent_Customers
12798.0,10,3,336.00000000000006,5,3,2,532,Potential_Loyalist
12802.0,187,1,427.58,1,1,3,113,Cannot_Lose
12808.0,37,2,354.25,3,2,2,322,Hibernating
12809.0,178,1,447.31,1,1,3,113,Cannot_Lose
12811.0,261,3,514.85,1,3,3,133,At_Risk
12812.0,45,1,229.64000000000001,3,1,2,312,About_to_Sleep
12814.0,102,1,82.0,2,1,1,211,Hibernating
12815.0,148,2,947.46,2,2,4,224,At_Risk
12816.0,96,2,534.2,2,2,3,223,Hibernating
12817.0,281,1,148.64,1,1,1,111,Lost
12818.0,262,1,495.6000000000001,1,1,3,113,Cannot_Lose
12820.0,3,4,942.34,5,4,4,544,Champions
12821.0,214,1,92.72,1,1,1,111,Lost
12822.0,71,2,888.88,2,2,4,224,At_Risk
12823.0,75,5,210.00000000000003,2,4,2,242,At_Risk
12824.0,60,1,391.42,3,1,2,312,About_to_Sleep
12826.0,3,6,1319.72,5,5,4,554,Champions
12827.0,6,3,427.6,5,3,3,533,Potential_Loyalist
12828.0,3,6,1012.26,5,5,4,554,Champions
12829.0,337,1,160.5,1,1,1,111,Lost
12830.0,38,6,1596.0000000000002,3,5,4,354,Loyal
12831.0,262,1,215.05,1,1,2,112,Lost
12832.0,32,2,383.03,3,2,2,322,Hibernating
12833.0,145,1,417.38,2,1,3,213,About_to_Sleep
12834.0,283,1,312.38,1,1,2,112,Lost
12836.0,59,4,2526.26,3,4,5,345,Loyal
12837.0,173,1,134.1,1,1,1,111,Lost
12838.0,34,1,281.16,3,1,2,312,About_to_Sleep
12839.0,3,12,4806.37,5,5,5,555,Champions
12840.0,144,4,2658.77,2,4,5,245,At_Risk
12841.0,5,23,3367.07,5,5,5,555,Champions
12842.0,70,2,823.21,2,2,4,224,At_Risk
12843.0,66,8,1658.46,3,5,5,355,Loyal
12844.0,29,2,325.96000000000004,4,2,2,422,Recent_Customers
12845.0,267,4,155.79000000000002,1,4,1,141,Lost
12847.0,22,1,838.84,4,1,4,414,Promising
12849.0,31,2,871.69,4,2,4,424,Promising
12851.0,97,1,131.81,2,1,1,211,Hibernating
12852.0,295,1,311.55,1,1,2,112,Lost
12853.0,135,6,1762.5,2,5,5,255,At_Risk
12854.0,79,3,1218.55,2,3,4,234,At_Risk
12856.0,8,6,2162.86,5,5,5,555,Champions
12857.0,211,2,1067.05,1,2,4,124,At_Risk
12863.0,52,1,175.8,3,1,1,311,Recent_Customers
12864.0,138,1,69.60000000000001,2,1,1,211,Hibernating
12865.0,26,2,1568.23,4,2,4,424,Promising
12866.0,283,1,533.37,1,1,3,113,Cannot_Lose
12867.0,26,6,3590.25,4,5,5,455,Champions
12868.0,186,5,1403.76,1,4,4,144,Cannot_Lose
12871.0,84,2,219.84,2,2,2,222,Hibernating
12872.0,327,1,221.44,1,1,2,112,Lost
12873.0,282,1,168.00000000000003,1,1,1,111,Lost
12875.0,143,1,42.00000000000001,2,1,1,211,Hibernating
12876.0,58,2,1927.02,3,2,5,325,Need_Attention
12877.0,4,11,1274.1100000000001,5,5,4,554,Champions
12878.0,236,2,854.99,1,2,4,124,At_Risk
12879.0,45,3,301.72,3,3,2,332,Hibernating
12881.0,276,1,145.0,1,1,1,111,Lost
12882.0,9,2,546.0000000000001,5,2,3,523,Promising
12883.0,25,4,703.47,4,4,3,443,Need_Attention
12884.0,88,1,181.05,2,1,1,211,Hibernating
12885.0,63,3,1170.42,3,3,4,334,Need_Attention
12886.0,68,2,1378.4,2,2,4,224,At_Risk
12888.0,214,2,193.20000000000005,1,2,1,121,Lost
12890.0,24,1,373.72,4,1,2,412,Recent_Customers
12891.0,186,3,126.00000000000001,1,3,1,131,Lost
12893.0,31,1,176.55,4,1,1,411,Recent_Customers
12895.0,42,2,372.8,3,2,2,322,Hibernating
12897.0,205,2,155.70000000000002,1,2,1,121,Lost
12901.0,9,28,3388.6300000000006,5,5,5,555,Champions
12902.0,265,1,138.68,1,1,1,111,Lost
12904.0,18,2,487.06,4,2,3,423,Potential_Loyalist
12906.0,12,5,1790.3300000000002,5,4,5,545,Champions
12908.0,176,2,84.00000000000001,1,2,1,121,Lost
12909.0,40,5,1674.8700000000001,3,4,5,345,Loyal
12910.0,23,8,2267.32,4,5,5,455,Champions
12912.0,3,5,962.7000000000002,5,4,4,544,Champions
12913.0,5,4,1378.5900000000001,5,4,4,544,Champions
12915.0,149,1,164.0,2,1,1,211,Hibernating
12916.0,139,4,2422.3,2,4,5,245,At_Risk
12917.0,128,1,84.00000000000001,2,1,1,211,Hibernating
12919.0,8,6,1159.31,5,5,4,554,Champions
12920.0,17,1,162.78,4,1,1,411,Recent_Customers
12921.0,9,35,14589.83,5,5,5,555,Champions
12922.0,161,1,405.38,2,1,2,212,Hibernating
12923.0,64,1,172.82,3,1,1,311,Recent_Customers
12924.0,88,4,652.84,2,4,3,243,At_Risk
12925.0,5,2,694.05,5,2,3,523,Promising
12928.0,35,4,1455.16,3,4,4,344,Loyal
12929.0,312,1,117.85,1,1,1,111,Lost
12930.0,78,2,415.8,2,2,3,223,Hibernating
12931.0,22,13,3277.9600000000005,4,5,5,455,Champions
12933.0,24,3,597.03,4,3,3,433,Potential_Loyalist
12935.0,2,7,2160.7,5,5,5,555,Champions
12936.0,17,4,910.3000000000001,4,4,4,444,Loyal
12937.0,15,4,1405.8700000000001,4,4,4,444,Loyal
12938.0,26,1,114.14,4,1,1,411,Recent_Customers
12939.0,64,8,1974.0000000000002,3,5,5,355,Loyal
12940.0,55,2,890.69,3,2,4,324,Need_Attention
12942.0,131,2,416.85,2,2,3,223,Hibernating
12944.0,36,1,317.56,3,1,2,312,About_to_Sleep
12945.0,288,1,446.95000000000005,1,1,3,113,Cannot_Lose
12947.0,144,5,1177.15,2,4,4,244,At_Risk
12948.0,16,7,2060.15,4,5,5,455,Champions
12949.0,31,8,4145.62,4,5,5,455,Champions
12950.0,2,3,788.2,5,3,4,534,Need_Attention
12951.0,9,6,1064.07,5,5,4,554,Champions
12952.0,6,4,1387.79,5,4,4,544,Champions
12953.0,10,1,329.85,5,1,2,512,Recent_Customers
12955.0,1,11,4193.44,5,5,5,555,Champions
12956.0,306,1,108.07,1,1,1,111,Lost
12957.0,10,8,3967.2400000000002,5,5,5,555,Champions
12962.0,7,2,266.39,5,2,2,522,Promising
12963.0,8,7,1477.18,5,5,4,554,Champions
12965.0,89,1,769.8100000000001,2,1,3,213,About_to_Sleep
12966.0,10,1,160.18,5,1,1,511,Recent_Customers
12968.0,112,1,116.75,2,1,1,211,Hibernating
12970.0,7,4,405.47,5,4,2,542,Potential_Loyalist
12971.0,4,81,7297.330000000001,5,5,5,555,Champions
12974.0,198,1,144.8,1,1,1,111,Lost
12976.0,212,1,429.6,1,1,3,113,Cannot_Lose
12977.0,156,1,39.239999999999995,2,1,1,211,Hibernating
12980.0,158,8,714.0000000000001,2,5,3,253,At_Risk
12981.0,30,2,372.21999999999997,4,2,2,422,Recent_Customers
12982.0,243,1,390.54,1,1,2,112,Lost
12984.0,19,1,97.5,4,1,1,411,Recent_Customers
12985.0,1,2,1233.02,5,2,4,524,Promising
12987.0,74,2,550.75,2,2,3,223,Hibernating
12988.0,292,1,505.82,1,1,3,113,Cannot_Lose
12989.0,3,14,1642.6300000000003,5,5,4,554,Champions
12990.0,31,3,393.0,4,3,2,432,Potential_Loyalist
12991.0,23,2,503.26,4,2,3,423,Potential_Loyalist
12993.0,23,4,414.76,4,4,3,443,Need_Attention
12994.0,4,3,974.4200000000001,5,3,4,534,Need_Attention
12995.0,85,1,118.32000000000002,2,1,1,211,Hibernating
12997.0,22,4,1107.6100000000001,4,4,4,444,Loyal
12999.0,196,3,421.38,1,3,3,133,At_Risk
13000.0,107,2,298.78000000000003,2,2,2,222,Hibernating
13001.0,4,13,6534.200000000001,5,5,5,555,Champions
