Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Behavior_Segment
12412.0,51,3,1273.45,3,3,4,334,Need_Attention
12413.0,52,1,227.35000000000002,3,1,2,312,About_to_Sleep
12414.0,113,3,214.0,2,3,1,231,Hibernating
12415.0,25,7,6471.320000000001,4,5,5,455,Champions
12416.0,306,1,202.56,1,1,1,111,Lost
12417.0,7,10,3068.05,5,5,5,555,Champions
12418.0,63,3,1158.6200000000001,3,3,4,334,Need_Attention
12419.0,35,2,452.01000000000005,4,2,3,423,Potential_Loyalist
12421.0,65,2,291.56,3,2,2,322,Hibernating
12422.0,44,13,2681.81,4,5,5,455,Champions
12423.0,3,3,980.01,5,3,4,534,Need_Attention
12424.0,72,2,1430.8700000000001,3,2,4,324,Need_Attention
12425.0,98,1,953.11,2,1,4,214,Cannot_Lose
12426.0,312,1,732.48,1,1,3,113,Cannot_Lose
12427.0,21,1,246.3,5,1,2,512,Recent_Customers
12429.0,15,5,2369.59,5,4,5,545,Champions
12431.0,7,14,3798.86,5,5,5,555,Champions
12433.0,15,5,6227.530000000001,5,4,5,545,Champions
12434.0,31,1,297.29,4,1,2,412,Recent_Customers
12435.0,46,3,2472.0000000000005,3,3,5,335,Loyal
12437.0,45,20,6668.85,3,5,5,355,Loyal
12439.0,332,1,76.52000000000001,1,1,1,111,Lost
12440.0,112,1,266.54,2,1,2,212,Hibernating
12441.0,16,1,173.55,5,1,1,511,Recent_Customers
12445.0,70,1,301.58000000000004,3,1,2,312,About_to_Sleep
12449.0,60,2,378.72,3,2,2,322,Hibernating
12450.0,48,3,490.32,3,3,3,333,Potential_Loyalist
12451.0,113,3,3358.57,2,3,5,235,At_Risk
12454.0,45,4,1050.0000000000002,3,4,4,344,Loyal
12455.0,95,3,1063.3600000000001,2,3,4,234,At_Risk
12457.0,84,1,517.78,2,1,3,213,About_to_Sleep
12458.0,77,2,792.09,3,2,3,323,Potential_Loyalist
12459.0,255,1,440.36,1,1,3,113,Cannot_Lose
12460.0,106,1,326.65,2,1,2,212,Hibernating
12466.0,331,1,42.00000000000001,1,1,1,111,Lost
12467.0,73,1,132.8,3,1,1,311,Recent_Customers
12468.0,176,3,2196.2400000000002,1,3,5,135,At_Risk
12469.0,172,2,1533.7,1,2,4,124,At_Risk
12470.0,339,1,211.95,1,1,1,111,Lost
12471.0,7,46,15019.33,5,5,5,555,Champions
12472.0,19,12,9455.47,5,5,5,555,Champions
12474.0,28,13,4925.61,4,5,5,455,Champions
12475.0,59,1,426.26,3,1,3,313,Promising
12476.0,11,13,6271.38,5,5,5,555,Champions
12477.0,49,3,5792.200000000001,3,3,5,335,Loyal
12480.0,49,3,1746.8700000000001,3,3,5,335,Loyal
12481.0,4,7,5214.16,5,5,5,555,Champions
12482.0,225,29,8433.920000000002,1,5,5,155,Cannot_Lose
12483.0,28,11,2026.7,4,5,5,455,Champions
12484.0,133,6,1560.9,2,4,4,244,At_Risk
12485.0,179,1,651.1,1,1,3,113,Cannot_Lose
12486.0,81,1,959.28,2,1,4,214,Cannot_Lose
12490.0,28,10,3747.77,4,5,5,455,Champions
12492.0,53,1,422.0,3,1,2,312,About_to_Sleep
12494.0,8,4,619.72,5,4,3,543,Loyal
12495.0,290,1,319.4,1,1,2,112,Lost
12496.0,270,2,45.34,1,2,1,121,Lost
12497.0,50,2,1710.8400000000001,3,2,4,324,Need_Attention
12499.0,210,1,393.72,1,1,2,112,Lost
12500.0,84,8,1330.7900000000002,2,5,4,254,At_Risk
12503.0,234,1,84.00000000000001,1,1,1,111,Lost
12504.0,67,2,275.40000000000003,3,2,2,322,Hibernating
12505.0,58,1,829.2,3,1,3,313,Promising
12507.0,234,1,497.25,1,1,3,113,Cannot_Lose
12510.0,109,6,1840.5800000000002,2,4,5,245,At_Risk
12511.0,78,1,3037.2200000000003,3,1,5,315,Promising
12514.0,291,1,520.2,1,1,3,113,Cannot_Lose
12515.0,3,1,320.7,5,1,2,512,Recent_Customers
12516.0,80,2,1142.46,2,2,4,224,At_Risk
12519.0,126,1,385.7,2,1,2,212,Hibernating
12523.0,24,11,2437.4700000000003,4,5,5,455,Champions
12524.0,38,9,3152.2100000000005,4,5,5,455,Champions
12525.0,147,3,925.73,2,3,4,234,At_Risk
12527.0,144,2,307.8,2,2,2,222,Hibernating
12529.0,178,1,316.48,1,1,2,112,Lost
12530.0,65,5,1853.0,3,4,5,345,Loyal
12531.0,336,1,1687.98,1,1,4,114,Cannot_Lose
12533.0,277,1,437.96999999999997,1,1,3,113,Cannot_Lose
12537.0,58,1,654.94,3,1,3,313,Promising
12538.0,28,1,266.3,4,1,2,412,Recent_Customers
12539.0,100,1,434.14000000000004,2,1,3,213,About_to_Sleep
12540.0,11,16,7391.830000000001,5,5,5,555,Champions
12542.0,133,2,481.88,2,2,3,223,Hibernating
12543.0,98,1,847.45,2,1,4,214,Cannot_Lose
12547.0,150,1,175.78,2,1,1,211,Hibernating
12549.0,225,6,1198.88,1,4,4,144,Cannot_Lose
12551.0,7,1,168.0,5,1,1,511,Recent_Customers
12553.0,35,2,886.57,4,2,4,424,Promising
12554.0,98,1,426.5,2,1,3,213,About_to_Sleep
12555.0,331,1,42.00000000000001,1,1,1,111,Lost
12557.0,21,3,879.6000000000001,5,3,4,534,Need_Attention
12562.0,35,2,894.5,4,2,4,424,Promising
12563.0,58,1,243.24,3,1,2,312,About_to_Sleep
12567.0,17,7,3818.13,5,5,5,555,Champions
12568.0,294,1,70.0,1,1,1,111,Lost
12570.0,331,1,42.00000000000001,1,1,1,111,Lost
12573.0,31,4,538.03,4,4,3,443,Need_Attention
12575.0,107,2,622.8199999999999,2,2,3,223,Hibernating
12576.0,42,3,788.89,4,3,3,433,Potential_Loyalist
12577.0,8,5,975.84,5,4,4,544,Champions
12578.0,34,2,1454.14,4,2,4,424,Promising
12580.0,226,1,625.2,1,1,3,113,Cannot_Lose
12582.0,72,2,1358.04,3,2,4,324,Need_Attention
12583.0,23,12,5459.92,5,5,5,555,Champions
12585.0,1,1,1147.05,5,1,4,514,Promising
12586.0,24,2,1300.68,4,2,4,424,Promising
12588.0,49,3,667.88,3,3,3,333,Potential_Loyalist
12589.0,71,6,2786.23,3,4,5,345,Loyal
12591.0,40,2,784.15,4,2,3,423,Potential_Loyalist
12592.0,169,3,1124.04,2,3,4,234,At_Risk
12594.0,28,5,1621.0900000000001,4,4,4,444,Loyal
12595.0,154,1,299.02,2,1,2,212,Hibernating
12598.0,113,3,1399.11,2,3,4,234,At_Risk
12599.0,31,6,1231.14,4,4,4,444,Loyal
12600.0,7,11,1694.64,5,5,4,554,Champions
12601.0,54,1,104.19999999999999,3,1,1,311,Recent_Customers
12605.0,26,4,1232.95,4,4,4,444,Loyal
12606.0,331,1,21.0,1,1,1,111,Lost
12608.0,54,1,272.65000000000003,3,1,2,312,About_to_Sleep
12609.0,24,5,1931.91,4,4,5,445,Champions
12613.0,37,4,2046.22,4,4,5,445,Champions
12615.0,63,4,3338.19,3,4,5,345,Loyal
12616.0,38,1,417.8,4,1,2,412,Recent_Customers
12619.0,210,1,140.14,1,1,1,111,Lost
12621.0,7,17,7874.72,5,5,5,555,Champions
12623.0,66,6,3192.64,3,4,5,345,Loyal
12625.0,159,2,2260.59,2,2,5,225,At_Risk
12629.0,35,2,834.02,4,2,3,423,Potential_Loyalist
12631.0,106,5,2750.77,2,4,5,245,At_Risk
12632.0,170,2,741.88,1,2,3,123,Hibernating
12633.0,32,3,3352.18,4,3,5,435,Loyal
12634.0,185,2,402.0,1,2,2,122,Hibernating
12635.0,42,2,1199.23,4,2,4,424,Promising
12637.0,28,4,2236.51,4,4,5,445,Champions
12638.0,289,1,177.3,1,1,1,111,Lost
12639.0,84,2,783.47,2,2,3,223,Hibernating
12643.0,35,6,1083.0000000000002,4,4,4,444,Loyal
12644.0,80,3,1391.8300000000002,2,3,4,234,At_Risk
12645.0,58,4,1679.97,3,4,4,344,Loyal
12647.0,7,28,10170.43,5,5,5,555,Champions
12648.0,87,3,793.95,2,3,3,233,Hibernating
12649.0,32,5,1550.84,4,4,4,444,Loyal
12651.0,28,3,263.75,4,3,2,432,Potential_Loyalist
12652.0,84,1,88.65,2,1,1,211,Hibernating
12653.0,176,1,1246.2800000000002,1,1,4,114,Cannot_Lose
12655.0,73,1,261.35,3,1,2,312,About_to_Sleep
12656.0,75,3,2105.26,3,3,5,335,Loyal
12661.0,85,1,162.0,2,1,1,211,Hibernating
12662.0,23,10,3080.94,5,5,5,555,Champions
12663.0,274,2,228.60000000000002,1,2,2,122,Hibernating
12664.0,164,1,168.00000000000003,2,1,1,211,Hibernating
12665.0,67,2,250.6,3,2,2,322,Hibernating
12666.0,43,1,727.58,4,1,3,413,Promising
12668.0,5,7,7277.95,5,5,5,555,Champions
12670.0,35,2,656.6400000000001,4,2,3,423,Potential_Loyalist
12671.0,255,1,1491.4210000000003,1,1,4,114,Cannot_Lose
12672.0,245,1,211.15,1,1,1,111,Lost
12673.0,51,1,590.1,3,1,3,313,Promising
12675.0,203,2,915.25,1,2,4,124,At_Risk
12676.0,58,5,1366.55,3,4,4,344,Loyal
12677.0,205,2,389.4,1,2,2,122,Hibernating
12678.0,3,11,7575.880000000001,5,5,5,555,Champions
12681.0,4,24,15756.83,5,5,5,555,Champions
12682.0,15,20,9817.69,5,5,5,555,Champions
12683.0,15,6,2790.65,5,4,5,545,Champions
12686.0,21,1,89.14,5,1,1,511,Recent_Customers
12687.0,130,2,1900.91,2,2,5,225,At_Risk
12691.0,7,2,297.20000000000005,5,2,2,522,Promising
12692.0,287,1,110.95,1,1,1,111,Lost
12693.0,46,3,749.3100000000001,3,3,3,333,Potential_Loyalist
12694.0,70,1,940.68,3,1,4,314,Promising
12695.0,177,3,789.9300000000001,1,3,3,133,At_Risk
12696.0,84,2,813.91,2,2,3,223,Hibernating
12698.0,240,1,324.75,1,1,2,112,Lost
12699.0,67,1,608.11,3,1,3,313,Promising
12701.0,179,4,1648.7,1,4,4,144,Cannot_Lose
12703.0,283,3,710.98,1,3,3,133,At_Risk
12705.0,7,6,5366.01,5,4,5,545,Champions
12708.0,18,8,2365.7200000000003,5,5,5,555,Champions
12709.0,7,19,9330.630000000001,5,5,5,555,Champions
12711.0,261,2,1259.85,1,2,4,124,At_Risk
12712.0,15,9,2343.4300000000003,5,5,5,555,Champions
12714.0,37,6,7885.18,4,4,5,445,Champions
12717.0,240,1,269.93,1,1,2,112,Lost
12720.0,7,7,2524.68,5,5,5,555,Champions
12721.0,4,3,1608.75,5,3,4,534,Need_Attention
12724.0,33,3,1274.11,4,3,4,434,Need_Attention
12725.0,21,4,1923.02,5,4,5,545,Champions
12726.0,7,5,1494.18,5,4,4,544,Champions
12727.0,92,3,1440.43,2,3,4,234,At_Risk
12728.0,33,1,233.84,4,1,2,412,Recent_Customers
12730.0,171,1,745.25,1,1,3,113,Cannot_Lose
12731.0,14,6,4271.56,5,4,5,545,Champions
12733.0,39,3,1964.1200000000001,4,3,5,435,Loyal
12734.0,2,3,429.35,5,3,3,533,Potential_Loyalist
12737.0,148,2,84.00000000000001,2,2,1,221,About_to_Sleep
12738.0,21,1,155.35,5,1,1,511,Recent_Customers
12739.0,35,2,1164.19,4,2,4,424,Promising
12741.0,179,2,278.07,1,2,2,122,Hibernating
12742.0,275,1,1161.56,1,1,4,114,Cannot_Lose
12744.0,109,4,3005.67,2,4,5,245,At_Risk
12745.0,136,3,616.33,2,3,3,233,Hibernating
12746.0,190,1,254.55,1,1,2,112,Lost
12747.0,11,14,3152.84,5,5,5,555,Champions
12748.0,1,155,17978.16,5,5,5,555,Champions
12749.0,49,4,2751.33,3,4,5,345,Loyal
12751.0,94,1,268.27,2,1,2,212,Hibernating
12753.0,12,1,1902.0000000000002,5,1,5,515,Promising
12755.0,15,10,1085.3100000000002,5,5,4,554,Champions
12758.0,109,4,3535.4300000000003,2,4,5,245,At_Risk
12759.0,35,4,2915.84,4,4,5,445,Champions
12760.0,105,1,347.8,2,1,2,212,Hibernating
12761.0,107,2,708.4,2,2,3,223,Hibernating
12763.0,19,1,302.08,5,1,2,512,Recent_Customers
12765.0,122,6,1310.3799999999999,2,4,4,244,At_Risk
12766.0,16,3,2503.15,5,3,5,535,Need_Attention
12767.0,25,1,867.0200000000001,4,1,4,414,Promising
12768.0,100,1,168.69000000000003,2,1,1,211,Hibernating
12770.0,106,1,672.0000000000001,2,1,3,213,About_to_Sleep
12771.0,135,1,268.3,2,1,2,212,Hibernating
12773.0,213,1,79.25,1,1,1,111,Lost
12774.0,185,1,98.7,1,1,1,111,Lost
12775.0,38,2,294.88,4,2,2,422,Recent_Customers
12776.0,317,1,55.5,1,1,1,111,Lost
12777.0,107,1,519.45,2,1,3,213,About_to_Sleep
12778.0,46,3,935.45,3,3,4,334,Need_Attention
12779.0,21,6,2267.39,5,4,5,545,Champions
12780.0,248,1,337.4,1,1,2,112,Lost
12782.0,7,7,2542.82,5,5,5,555,Champions
12784.0,179,1,1076.33,1,1,4,114,Cannot_Lose
12785.0,14,2,677.5,5,2,3,523,Promising
12786.0,259,1,550.3000000000001,1,1,3,113,Cannot_Lose
12787.0,63,1,398.52,3,1,2,312,About_to_Sleep
12788.0,113,4,444.9,2,4,3,243,At_Risk
12789.0,162,2,117.00000000000001,2,2,1,221,About_to_Sleep
12790.0,60,1,266.93,3,1,2,312,About_to_Sleep
12791.0,23,6,579.43,5,4,3,543,Loyal
12792.0,184,1,412.47,1,1,2,112,Lost
12793.0,21,2,457.85,5,2,3,523,Promising
12796.0,278,1,282.00000000000006,1,1,2,112,Lost
12797.0,15,2,538.08,5,2,3,523,Promising
12798.0,71,1,547.4900000000001,3,1,3,313,Promising
12799.0,179,1,219.35,1,1,2,112,Lost
12800.0,120,3,570.25,2,3,3,233,Hibernating
12801.0,150,1,875.92,2,1,4,214,Cannot_Lose
12802.0,92,6,1899.3600000000001,2,4,5,245,At_Risk
12803.0,43,1,1022.61,4,1,4,414,Promising
12804.0,115,2,325.37,2,2,2,222,Hibernating
12805.0,31,4,1251.3500000000001,4,4,4,444,Loyal
12806.0,85,4,1777.2600000000002,2,4,5,245,At_Risk
12807.0,33,1,292.35,4,1,2,412,Recent_Customers
12808.0,18,3,422.45,5,3,2,532,Potential_Loyalist
12809.0,215,2,1060.03,1,2,4,124,At_Risk
12810.0,184,2,516.99,1,2,3,123,Hibernating
12811.0,28,2,505.05,4,2,3,423,Potential_Loyalist
12813.0,151,3,1262.4,2,3,4,234,At_Risk
12817.0,49,2,495.54,3,2,3,323,Potential_Loyalist
12819.0,108,1,466.12,2,1,3,213,About_to_Sleep
12820.0,47,6,1598.8799999999999,3,4,4,344,Loyal
12821.0,261,1,128.07999999999998,1,1,1,111,Lost
12823.0,44,13,546.0000000000001,4,5,3,453,Potential_Loyalist
12825.0,171,2,496.83,1,2,3,123,Hibernating
12826.0,15,5,1022.83,5,4,4,544,Champions
12829.0,10,2,178.05,5,2,1,521,Promising
12831.0,113,2,236.06,2,2,2,222,Hibernating
12835.0,77,36,4790.52,3,5,5,355,Loyal
12836.0,38,10,3038.2000000000003,4,5,5,455,Champions
12837.0,219,1,528.5600000000001,1,1,3,113,Cannot_Lose
12838.0,23,9,2331.4,5,5,5,555,Champions
12839.0,6,11,3715.47,5,5,5,555,Champions
12840.0,86,3,1174.44,2,3,4,234,At_Risk
12841.0,19,17,3400.46,5,5,5,555,Champions
12842.0,54,1,313.0,3,1,2,312,About_to_Sleep
12843.0,32,21,2743.9700000000003,4,5,5,455,Champions
12844.0,91,2,322.64,2,2,2,222,Hibernating
12846.0,331,1,15.58,1,1,1,111,Lost
12847.0,37,1,674.1600000000001,4,1,3,413,Promising
12848.0,325,1,208.0,1,1,1,111,Lost
12849.0,31,4,1827.52,4,4,5,445,Champions
12850.0,95,1,84.00000000000001,2,1,1,211,Hibernating
12851.0,127,1,148.95,2,1,1,211,Hibernating
12853.0,77,5,1651.2,3,4,4,344,Loyal
12854.0,210,3,1128.78,1,3,4,134,At_Risk
12855.0,22,4,489.84000000000003,5,4,3,543,Loyal
12857.0,85,4,1879.15,2,4,5,245,At_Risk
12858.0,33,1,147.27,4,1,1,411,Recent_Customers
12859.0,108,1,546.9,2,1,3,213,About_to_Sleep
12860.0,343,1,54.22,1,1,1,111,Lost
12861.0,269,1,68.25,1,1,1,111,Lost
12862.0,75,2,984.62,3,2,4,324,Need_Attention
12863.0,28,5,1106.45,4,4,4,444,Loyal
12864.0,157,1,95.45000000000002,2,1,1,211,Hibernating
12865.0,28,2,1746.84,4,2,5,425,Promising
12866.0,124,2,665.23,2,2,3,223,Hibernating
12867.0,9,6,3887.22,5,4,5,545,Champions
12868.0,23,3,640.0,5,3,3,533,Potential_Loyalist
12869.0,331,1,298.07,1,1,2,112,Lost
12870.0,25,3,1522.19,4,3,4,434,Need_Attention
12871.0,89,1,228.98000000000002,2,1,2,212,Hibernating
12872.0,15,10,2605.65,5,5,5,555,Champions
12873.0,47,2,966.4000000000001,3,2,4,324,Need_Attention
12874.0,35,2,935.82,4,2,4,424,Promising
12875.0,12,4,294.00000000000006,5,4,2,542,Potential_Loyalist
12876.0,44,2,1582.3700000000001,4,2,4,424,Promising
12877.0,8,9,1509.53,5,5,4,554,Champions
12880.0,31,2,640.13,4,2,3,423,Potential_Loyalist
12887.0,33,1,222.4,4,1,2,412,Recent_Customers
12889.0,30,4,385.46000000000004,4,4,2,442,Potential_Loyalist
12890.0,37,1,329.3,4,1,2,412,Recent_Customers
12891.0,108,8,269.0,2,5,2,252,At_Risk
12892.0,46,1,263.38,3,1,2,312,About_to_Sleep
12894.0,225,1,157.35,1,1,1,111,Lost
12897.0,31,2,264.95000000000005,4,2,2,422,Recent_Customers
12898.0,113,2,185.57,2,2,1,221,About_to_Sleep
12899.0,63,1,323.65000000000003,3,1,2,312,About_to_Sleep
12900.0,72,1,322.93,3,1,2,312,About_to_Sleep
12903.0,78,1,828.73,3,1,3,313,Promising
12905.0,226,2,1009.42,1,2,4,124,At_Risk
12907.0,45,2,484.91,3,2,3,323,Potential_Loyalist
12908.0,30,3,126.00000000000003,4,3,1,431,Potential_Loyalist
12909.0,74,3,924.52,3,3,4,334,Need_Attention
12910.0,29,5,1969.3200000000002,4,4,5,445,Champions
12911.0,201,1,1511.42,1,1,4,114,Cannot_Lose
12913.0,17,7,1201.5100000000002,5,5,4,554,Champions
12914.0,50,1,157.98,3,1,1,311,Recent_Customers
12915.0,22,3,811.1,5,3,3,533,Potential_Loyalist
12916.0,92,3,1307.18,2,3,4,234,At_Risk
12917.0,50,4,901.1000000000001,3,4,4,344,Loyal
12918.0,276,1,42.00000000000001,1,1,1,111,Lost
12920.0,221,1,184.96,1,1,1,111,Lost
12921.0,16,35,15585.650000000001,5,5,5,555,Champions
12923.0,40,2,491.1,4,2,3,423,Potential_Loyalist
12924.0,43,5,591.2700000000001,4,4,3,443,Need_Attention
12925.0,242,1,35.28,1,1,1,111,Lost
12926.0,61,3,1153.2,3,3,4,334,Need_Attention
12927.0,44,1,197.31,4,1,1,411,Recent_Customers
12928.0,9,8,2486.63,5,5,5,555,Champions
12931.0,6,42,5610.740000000001,5,5,5,555,Champions
12932.0,189,8,1561.04,1,5,4,154,Cannot_Lose
12933.0,29,4,873.31,4,4,4,444,Loyal
12935.0,25,8,2054.36,4,5,5,455,Champions
12937.0,113,3,1199.57,2,3,4,234,At_Risk
12939.0,29,12,1638.0000000000002,4,5,4,454,Champions
12942.0,15,1,258.75,5,1,2,512,Recent_Customers
12943.0,208,2,457.5,1,2,3,123,Hibernating
12944.0,4,1,286.95,5,1,2,512,Recent_Customers
12945.0,306,1,437.16,1,1,3,113,Cannot_Lose
12946.0,86,1,324.45,2,1,2,212,Hibernating
12947.0,22,1,304.04,5,1,2,512,Recent_Customers
12949.0,32,13,9336.98,4,5,5,455,Champions
12951.0,36,9,2149.65,4,5,5,455,Champions
12953.0,172,1,498.96000000000004,1,1,3,113,Cannot_Lose
12954.0,288,1,162.45,1,1,1,111,Lost
12956.0,334,1,137.12,1,1,1,111,Lost
12957.0,191,4,3564.53,1,4,5,145,At_Risk
12958.0,49,2,443.64,3,2,3,323,Potential_Loyalist
12959.0,133,1,150.95,2,1,1,211,Hibernating
12960.0,63,4,1284.8700000000001,3,4,4,344,Loyal
12961.0,28,1,211.99,4,1,1,411,Recent_Customers
12963.0,15,5,1736.56,5,4,4,544,Champions
12964.0,86,1,132.24,2,1,1,211,Hibernating
12967.0,7,3,1762.6200000000001,5,3,5,535,Need_Attention
12969.0,252,1,100.95000000000002,1,1,1,111,Lost
12970.0,30,5,792.14,4,4,3,443,Need_Attention
12971.0,3,34,3207.9300000000003,5,5,5,555,Champions
12972.0,63,4,1126.6000000000001,3,4,4,344,Loyal
12973.0,63,1,137.55,3,1,1,311,Recent_Customers
12974.0,215,1,264.15,1,1,2,112,Lost
12975.0,86,5,1592.46,2,4,4,244,At_Risk
12976.0,28,7,2208.38,4,5,5,455,Champions
12977.0,151,3,373.64000000000004,2,3,2,232,Hibernating
12978.0,35,4,1515.8400000000001,4,4,4,444,Loyal
12980.0,8,12,1344.0000000000002,5,5,4,554,Champions
12982.0,44,7,2345.87,4,5,5,455,Champions
12983.0,248,1,490.08000000000004,1,1,3,113,Cannot_Lose
12986.0,78,10,2107.52,3,5,5,355,Loyal
12987.0,70,3,753.51,3,3,3,333,Potential_Loyalist
12989.0,14,18,1206.0000000000002,5,5,4,554,Champions
12990.0,67,4,463.50000000000006,3,4,3,343,Need_Attention
12991.0,39,1,261.06,4,1,2,412,Recent_Customers
12993.0,95,4,844.87,2,4,4,244,At_Risk
12996.0,25,1,355.5,4,1,2,412,Recent_Customers
12997.0,44,4,878.4200000000001,4,4,4,444,Loyal
12998.0,142,3,855.76,2,3,4,234,At_Risk
13000.0,14,1,201.75,5,1,1,511,Recent_Customers
13001.0,54,19,11040.37,3,5,5,355,Loyal
13002.0,66,2,293.18,3,2,2,322,Hibernating
13004.0,7,18,6028.01,5,5,5,555,Champions
13005.0,81,2,485.98,2,2,3,223,Hibernating
13007.0,229,1,175.25,1,1,1,111,Lost
13008.0,47,1,184.35,3,1,1,311,Recent_Customers
13009.0,322,1,168.00000000000003,1,1,1,111,Lost
13010.0,24,2,309.78000000000003,4,2,2,422,Recent_Customers
13011.0,21,1,50.550000000000004,5,1,1,511,Recent_Customers
13012.0,79,3,1272.89,2,3,4,234,At_Risk
13013.0,21,17,6421.820000000001,5,5,5,555,Champions
13014.0,82,1,1914.8,2,1,5,215,Cannot_Lose
13015.0,88,6,2930.14,2,4,5,245,At_Risk
13018.0,63,7,2356.66,3,5,5,355,Loyal
13019.0,29,4,776.25,4,4,3,443,Need_Attention
13020.0,212,2,618.96,1,2,3,123,Hibernating
13021.0,8,8,2175.15,5,5,5,555,Champions
13022.0,79,1,65.3,2,1,1,211,Hibernating
13023.0,178,1,645.4300000000001,1,1,3,113,Cannot_Lose
13024.0,120,2,555.87,2,2,3,223,Hibernating
13026.0,138,3,388.14,2,3,2,232,Hibernating
13027.0,4,14,2730.0000000000005,5,5,5,555,Champions
13029.0,3,3,207.00000000000003,5,3,1,531,Potential_Loyalist
13030.0,18,1,399.51,5,1,2,512,Recent_Customers
13031.0,57,5,3282.64,3,4,5,345,Loyal
13032.0,42,7,1752.08,4,5,5,455,Champions
13033.0,7,2,220.55,5,2,2,522,Promising
13034.0,19,2,279.91,5,2,2,522,Promising
13035.0,81,1,370.32000000000005,2,1,2,212,Hibernating
13036.0,334,1,217.00000000000003,1,1,1,111,Lost
13037.0,49,8,2703.59,3,5,5,355,Loyal
13039.0,233,3,838.9300000000001,1,3,4,134,At_Risk
13041.0,100,4,738.5300000000001,2,4,3,243,At_Risk
13042.0,248,2,823.4399999999999,1,2,3,123,Hibernating
13044.0,141,10,3993.78,2,5,5,255,At_Risk
13045.0,51,2,503.64,3,2,3,323,Potential_Loyalist
13046.0,106,1,319.94,2,1,2,212,Hibernating
13047.0,23,16,4630.570000000001,5,5,5,555,Champions
13048.0,86,5,2118.14,2,4,5,245,At_Risk
13049.0,39,2,351.36,4,2,2,422,Recent_Customers
13050.0,4,21,6925.09,5,5,5,555,Champions
13051.0,228,2,122.80000000000001,1,2,1,121,Lost
13052.0,70,6,2699.2400000000002,3,4,5,345,Loyal
13053.0,271,1,127.65,1,1,1,111,Lost
13055.0,79,1,1106.7,2,1,4,214,Cannot_Lose
13056.0,201,1,209.48,1,1,1,111,Lost
13057.0,180,3,518.19,1,3,3,133,At_Risk
13059.0,62,9,2108.37,3,5,5,355,Loyal
13063.0,130,1,188.4,2,1,1,211,Hibernating
13064.0,199,2,469.85,1,2,3,123,Hibernating
13065.0,22,5,1055.05,5,4,4,544,Champions
13067.0,59,2,381.05,3,2,2,322,Hibernating
13069.0,11,18,4270.6900000000005,5,5,5,555,Champions
13070.0,109,2,352.2,2,2,2,222,Hibernating
13071.0,262,1,129.22,1,1,1,111,Lost
